,location,size,total_sqft,price
867,Yeshwanthpur,2,1170.0,57.0
868,KR Puram,2,1225.0,46.55
869,Electronic City,2,1342.0,73.3
870,Uttarahalli,2,1345.0,67.0
871,Kodigehaali,3,1320.0,65.0
873,Raja Rajeshwari Nagar,2,1140.0,49.39
874,Battarahalli,2,1300.0,50.0
875,Hosa Road,3,1652.0,85.0
876,Thigalarapalya,3,2072.0,142.0
877,Arekere,3,1740.0,95.0
878,Electronic City,3,1360.0,71.0
879,Hosur Road,3,1145.0,60.0
880,Uttarahalli,3,1540.0,40.0
881,Sarjapur  Road,2,1278.0,95.0
882,Electronic City Phase II,1,630.0,40.0
883,Kanakpura Road,3,1100.0,58.0
884,other,3,1200.0,95.0
886,Chandapura,1,582.5,15.135
890,Gunjur,3,1356.0,66.0
891,other,2,823.0,28.0
892,TC Palaya,3,1200.0,66.0
893,Ramamurthy Nagar,2,1050.0,37.0
894,other,2,1180.0,69.0
896,7th Phase JP Nagar,2,1070.0,42.79
897,Varthur,2,1385.0,80.0
898,Varthur,1,1000.0,70.0
899,Whitefield,3,1897.0,130.0
900,Magadi Road,2,1005.0,55.78
901,Green Glen Layout,3,1575.0,125.0
902,Subramanyapura,2,975.0,65.0
903,Hennur Road,3,1904.0,120.0
904,Kengeri Satellite Town,1,930.0,30.0
906,other,1,686.0,17.0
907,Electronic City Phase II,2,2400.0,150.0
909,Sarjapur  Road,3,2238.0,140.0
910,Harlur,2,1174.0,69.0
912,Whitefield,3,2225.0,125.0
914,Jigani,2,918.0,52.0
915,Mahadevpura,2,1250.0,52.0
916,Sarjapur  Road,3,1800.0,110.0
917,Marathahalli,2,1170.0,53.0
919,Bannerghatta Road,2,793.0,45.0
920,Jakkur,3,1710.0,107.0
921,Kambipura,3,1082.0,57.5
922,other,2,1001.0,33.03
923,other,4,1500.0,180.0
924,Yelahanka,3,1590.0,54.0
925,other,3,2400.0,80.0
926,Horamavu Banaswadi,3,1554.0,55.0
927,Thanisandra,2,1142.5,43.415
929,Konanakunte,2,884.0,58.0
930,Hosa Road,2,1045.0,98.89
931,Marathahalli,2,1019.0,49.86
932,Ambedkar Nagar,3,1935.0,130.0
933,Uttarahalli,3,1135.0,39.73
934,Lakshminarayana Pura,3,1680.0,150.0
940,Kasavanhalli,3,1799.0,90.0
942,Attibele,1,400.0,11.0
943,Kundalahalli,2,1047.0,82.0
944,other,2,1282.0,87.0
945,NGR Layout,2,1020.0,45.9
946,Kammanahalli,4,1080.0,155.0
947,Whitefield,2,1495.0,79.5
949,other,3,1611.0,64.44
951,other,3,1500.0,95.0
952,Sahakara Nagar,3,1500.0,95.0
954,Uttarahalli,3,1540.0,50.0
955,Hosa Road,3,1639.0,80.0
956,Marathahalli,4,700.0,72.0
957,Raja Rajeshwari Nagar,2,1303.0,55.79
958,Koramangala,2,1005.0,110.0
959,Kammasandra,1,657.5,18.41
960,Chandapura,3,1305.0,33.28
961,Kothannur,3,600.0,95.0
962,other,2,1300.0,115.0
963,Brookefield,3,1440.0,68.0
964,Seegehalli,2,901.0,35.14
966,Sarjapur,3,900.0,42.0
967,other,2,1060.0,55.0
968,NGR Layout,2,1020.0,48.45
969,Varthur,3,1535.0,65.99
970,other,1,530.0,20.0
972,other,2,1350.0,80.0
973,Sarjapur  Road,2,1115.0,50.0
974,Uttarahalli,2,1175.0,47.0
975,Whitefield,2,1113.0,62.0
978,Giri Nagar,2,650.0,42.0
979,Marathahalli,2,1325.0,71.55
980,Electronics City Phase 1,2,950.0,31.0
981,Jakkur,3,1396.0,86.51
982,Rachenahalli,2,1050.0,52.07
983,Thanisandra,3,1825.0,100.0
984,7th Phase JP Nagar,2,1190.0,49.98
985,Marathahalli,2,1220.0,56.5
986,NRI Layout,3,1565.0,75.0
987,Hennur Road,3,1891.0,109.0
988,other,2,900.0,27.0
989,Hosa Road,2,1161.0,55.15
990,Sarjapur,1,649.5,17.535
992,Rajaji Nagar,4,315.0,90.0
993,Yeshwanthpur,1,665.0,36.85
995,Hoodi,2,1425.0,80.0
996,Chikkabanavar,1,1200.0,20.0
997,other,3,1200.0,56.12
998,Somasundara Palya,2,1255.0,67.0
999,Hegde Nagar,3,2112.95,145.0
1000,Raja Rajeshwari Nagar,1,600.0,22.0
1001,Haralur Road,3,1810.0,100.0
1002,Indira Nagar,2,1200.0,93.0
1003,Harlur,2,1033.0,49.0
1004,other,3,1548.0,89.5
1005,Horamavu Banaswadi,3,1611.0,66.0
1006,Electronic City Phase II,3,1400.0,40.43
1007,Vidyaranyapura,3,1485.0,67.0
1008,Margondanahalli,2,2400.0,82.0
1009,other,2,1025.0,44.5
1010,other,4,600.0,65.0
1011,other,2,1225.0,53.0
1012,5th Phase JP Nagar,2,1256.0,62.8
1013,Whitefield,4,2268.0,163.0
1014,Kanakpura Road,3,1100.0,53.0
1015,other,2,1141.0,62.0
1016,Attibele,1,400.0,12.0
1017,Chandapura,2,1400.0,60.0
1020,other,1,15.0,30.0
1021,other,2,1175.0,48.27
1022,Sahakara Nagar,2,1100.0,56.0
1023,Kanakpura Road,3,1843.0,95.84
1025,Horamavu Banaswadi,2,1460.0,80.5
1026,Rachenahalli,3,1530.0,74.5
1027,HSR Layout,2,1467.0,55.0
1028,other,1,950.0,40.0
1029,Vittasandra,2,1246.0,64.5
1030,Kanakapura,1,711.0,38.0
1031,Haralur Road,2,1194.0,46.0
1032,Babusapalaya,3,1358.0,43.4
1034,Hoodi,2,1420.0,75.0
1035,Kathriguppe,3,1250.0,68.75
1036,Akshaya Nagar,2,1280.0,58.0
1037,other,2,1209.0,50.0
1040,Panathur,3,1315.0,54.8
1041,other,3,1800.0,90.0
1043,TC Palaya,3,1600.0,65.0
1045,other,3,1563.0,52.0
1046,Whitefield,3,1560.0,72.0
1047,Brookefield,3,2169.0,115.0
1049,Rachenahalli,2,1050.0,55.5
1051,TC Palaya,3,1200.0,66.0
1052,HSR Layout,2,1140.0,46.0
1053,7th Phase JP Nagar,3,1500.0,170.0
1054,Horamavu Agara,3,1560.0,75.0
1055,JP Nagar,2,1100.0,70.0
1056,Kasavanhalli,3,1260.0,40.32
1057,Hebbal,2,1036.0,50.0
1058,Akshaya Nagar,3,1662.0,85.1
1059,Yelachenahalli,3,1464.0,105.0
1060,Yelahanka,2,1234.0,80.0
1061,Sarjapur  Road,3,1403.0,55.0
1062,other,4,915.0,54.9
1064,Seegehalli,3,1150.0,42.9
1067,Kanakapura,2,929.0,46.0
1069,TC Palaya,3,1350.0,75.0
1070,other,2,1135.0,39.73
1071,other,2,1405.0,70.0
1072,Whitefield,2,1200.0,45.84
1073,Haralur Road,4,2805.0,154.0
1074,Yeshwanthpur,2,1161.0,64.08
1075,Kanakpura Road,2,1290.0,74.0
1076,Yeshwanthpur,3,2557.0,141.0
1077,other,3,1480.0,90.0
1079,Old Madras Road,3,1350.0,54.54
1080,Kadugodi,3,1580.0,65.0
1081,Banashankari,3,1470.0,88.64
1082,Ananth Nagar,1,500.0,14.0
1083,Sarjapur  Road,2,1346.0,61.92
1084,other,3,1600.0,90.0
1085,other,2,720.0,120.0
1087,other,4,1200.0,135.0
1088,other,2,1200.0,35.0
1089,Channasandra,3,1340.0,48.33
1091,Jigani,2,918.0,48.0
1092,other,3,1500.0,115.0
1093,Yelahanka,2,1315.0,85.0
1095,Uttarahalli,3,1390.0,62.55
1096,Uttarahalli,3,1330.0,56.0
1098,other,3,1824.0,125.0
1099,7th Phase JP Nagar,3,1420.0,96.0
1100,other,1,750.0,56.25
1101,Jalahalli East,3,1260.0,60.0
1102,Hennur Road,3,1561.0,95.0
1104,other,2,1060.0,42.0
1106,Haralur Road,2,1225.0,67.38
1107,Thanisandra,3,2144.0,135.0
1109,Electronic City,2,880.0,29.0
1110,Hoodi,3,1639.0,110.0
1111,Thanisandra,3,1240.0,62.0
1112,Kanakpura Road,2,1500.0,69.0
1113,Haralur Road,2,1243.0,46.0
1114,Marathahalli,3,1575.0,78.0
1116,Kambipura,3,1082.0,56.0
1117,Konanakunte,3,1637.0,73.0
1118,Kanakpura Road,3,1665.0,86.58
1119,Electronic City,2,1265.0,56.93
1120,Electronic City,3,1691.0,102.0
1121,Thanisandra,2,1100.0,38.0
1123,other,3,1500.0,62.0
1126,Choodasandra,2,1115.0,50.0
1127,Mysore Road,2,1070.0,45.0
1128,Indira Nagar,2,1128.0,105.0
1129,Budigere,2,1162.0,57.0
1130,other,2,1339.0,55.0
1131,Mahadevpura,2,1192.0,75.0
1132,Haralur Road,3,1920.0,115.0
1133,Hennur,2,1255.0,52.32
1134,Rajaji Nagar,2,1357.0,115.0
1135,other,3,1600.0,75.0
1136,other,2,1225.0,55.11
1138,Kasturi Nagar,3,1570.0,80.0
1139,Thanisandra,2,1093.0,70.0
1140,Basaveshwara Nagar,3,1865.0,145.0
1142,Kaikondrahalli,2,1039.0,80.0
1144,Whitefield,3,1985.0,75.0
1145,Hosakerehalli,3,1590.0,49.0
1147,Electronic City Phase II,2,775.0,38.0
1148,other,2,1000.0,50.0
1149,Hebbal Kempapura,3,1800.0,175.0
1150,Bommasandra,2,1035.0,41.0
1151,Dasarahalli,3,1520.0,75.0
1152,Whitefield,2,1360.0,95.0
1154,Kodigehaali,2,1117.0,56.0
1155,KR Puram,4,1200.0,120.0
1156,EPIP Zone,2,1330.0,92.5
1157,Marathahalli,3,1937.0,160.0
1158,Electronic City,2,1128.0,65.49
1159,Neeladri Nagar,2,1053.0,45.0
1160,Panathur,2,1198.0,77.0
1161,Marathahalli,2,1152.0,56.0
1163,Frazer Town,2,1625.0,75.0
1164,Kundalahalli,3,1397.0,105.0
1165,Yeshwanthpur,3,1523.0,170.0
1167,Kaggalipura,1,700.0,38.0
1168,Yelahanka,2,1170.0,62.5
1169,Kanakpura Road,3,1200.0,42.0
1170,other,3,2400.0,170.0
1171,other,2,1480.0,65.0
1172,Akshaya Nagar,3,1897.0,120.0
1173,Rachenahalli,2,996.0,67.0
1174,Haralur Road,3,1875.0,110.0
1175,other,3,1500.0,98.0
1177,Ambalipura,3,1390.0,175.0
1178,Yelahanka,3,1450.0,65.255
1179,Yelahanka,1,697.0,45.0
1180,Sarjapur  Road,1,710.0,27.0
1181,other,2,910.0,30.5
1182,Sompura,3,1025.0,48.0
1183,Magadi Road,2,1000.0,46.5
1185,Horamavu Agara,3,1453.0,46.48
1187,Thanisandra,2,971.5,36.435
1188,Bellandur,2,1281.0,74.0
1189,Cooke Town,1,565.0,35.0
1190,Varthur,2,1024.0,42.0
1191,Electronic City,3,1620.0,62.0
1192,Whitefield,2,1254.0,40.0
1193,Banashankari,3,1300.0,75.0
1194,Doddakallasandra,2,1233.0,43.0
1195,other,1,1200.0,28.0
1196,Hosur Road,3,1510.0,105.0
1197,Kaggalipura,2,950.0,65.0
1198,Battarahalli,3,1945.0,97.42
1199,Uttarahalli,2,1008.0,45.0
1200,Thanisandra,3,1265.0,79.0
1201,Hebbal,3,1255.0,77.68
1203,Yelenahalli,2,1200.0,46.17
1204,Sarjapur  Road,3,1403.0,51.63
1205,Kudlu Gate,3,1535.0,85.0
1206,other,3,1500.0,100.0
1207,Chamrajpet,3,1475.0,120.0
1208,Uttarahalli,3,1390.0,60.47
1209,Raja Rajeshwari Nagar,3,1278.0,53.76
1210,other,2,1133.0,55.0
1213,Kogilu,2,1170.0,51.99
1215,Whitefield,3,1697.0,94.79
1216,Thanisandra,3,1651.0,97.38
1217,other,3,1560.0,188.0
1218,Hennur Road,3,1192.0,60.0
1219,OMBR Layout,2,1078.0,65.0
1221,Kasavanhalli,2,1349.0,78.0
1223,7th Phase JP Nagar,3,1680.0,120.0
1224,Rayasandra,3,1314.0,63.0
1225,Garudachar Palya,2,1060.0,48.7
1226,Kalyan nagar,2,820.0,39.0
1228,other,3,2000.0,85.0
1229,other,2,856.0,40.0
1230,Rajaji Nagar,3,1621.0,130.0
1231,other,3,1200.0,68.4
1232,Bannerghatta Road,3,1484.0,52.5
1235,Yelahanka New Town,1,500.0,20.0
1236,other,1,485.0,15.0
1237,7th Phase JP Nagar,2,1050.0,42.0
1238,Uttarahalli,3,1617.0,66.68
1239,Electronic City,2,550.0,16.0
1240,other,3,1384.0,62.28
1241,Devanahalli,2,1408.0,85.0
1242,Uttarahalli,2,1150.0,49.0
1243,Akshaya Nagar,3,1410.0,75.0
1244,Kaggadasapura,4,2150.0,100.0
1247,other,3,1508.0,70.25
1248,Ramamurthy Nagar,2,1040.0,50.0
1249,TC Palaya,2,1240.0,60.0
1250,Kudlu Gate,3,1535.0,78.0
1251,Lakshminarayana Pura,2,1180.0,75.0
1253,Bannerghatta Road,2,1400.0,78.0
1254,Raja Rajeshwari Nagar,1,500.0,25.0
1256,Sarjapur  Road,3,1984.0,146.0
1258,Garudachar Palya,3,1960.0,160.0
1259,Sarjapur  Road,2,1035.0,45.0
1260,other,4,2150.0,80.0
1261,Whitefield,3,1700.0,115.0
1263,Tumkur Road,3,1586.0,100.0
1265,Chikka Tirupathi,4,2325.0,120.0
1266,Yelahanka,2,1120.0,55.0
1268,Sarjapur  Road,2,1128.0,59.0
1270,Jigani,2,924.0,65.0
1271,other,3,1600.0,52.0
1272,Pai Layout,2,1006.0,35.0
1273,Amruthahalli,2,1200.0,55.0
1274,other,2,1250.0,62.0
1275,other,3,1200.0,130.0
1276,Kannamangala,2,957.0,56.0
1277,Whitefield,2,1140.0,41.0
1278,other,2,1050.0,67.0
1279,Kasturi Nagar,3,1565.0,88.5
1280,Whitefield,2,1190.0,57.0
1281,Whitefield,3,2842.0,162.0
1282,Kanakpura Road,3,1558.67,65.0
1283,Electronics City Phase 1,1,630.0,39.0
1284,Whitefield,3,1403.0,60.81
1285,Kanakpura Road,3,1542.0,85.0
1288,Kengeri Satellite Town,3,1635.0,78.0
1289,Mysore Road,2,1239.0,53.0
1291,other,3,1596.0,105.0
1292,Channasandra,2,1009.0,38.34
1293,Hosa Road,3,1726.0,81.99
1294,Kudlu Gate,3,1535.0,86.0
1295,Banashankari Stage V,3,1300.0,58.5
1297,other,3,1800.0,80.0
1298,Binny Pete,1,665.0,50.75
1300,TC Palaya,3,1500.0,100.0
1301,other,2,925.0,48.0
1303,other,2,1395.0,63.59
1304,Sonnenahalli,3,1415.0,55.0
1305,Begur,3,1419.0,59.0
1306,Kasavanhalli,2,1121.0,78.0
1307,Kambipura,3,1082.0,45.0
1308,KR Puram,2,1100.0,47.0
1309,Hoodi,3,1606.0,89.55
1310,Billekahalli,3,1650.0,88.0
1312,Old Airport Road,2,1206.0,75.0
1313,Sarjapur  Road,3,1495.0,64.0
1315,Electronic City,2,710.0,16.0
1316,Balagere,2,1210.0,72.0
1317,Nagarbhavi,3,1523.0,53.4
1318,Whitefield,2,1232.0,45.0
1319,Rachenahalli,1,680.0,44.0
1320,Hebbal,3,1355.0,83.87
1321,Thanisandra,3,1430.0,51.46
1322,Kothannur,3,1275.0,43.85
1323,Electronic City,2,1070.0,56.1
1324,other,3,1200.0,85.0
1325,Electronic City,4,2000.0,120.0
1326,Bommanahalli,2,1200.0,40.0
1327,Marathahalli,3,1610.0,90.0
1328,Haralur Road,2,1140.0,43.0
1329,Raja Rajeshwari Nagar,2,1143.0,38.65
1331,Rachenahalli,3,1530.0,74.4
1332,7th Phase JP Nagar,2,980.0,69.0
1333,Whitefield,3,1485.0,65.0
1334,Whitefield,3,1500.0,130.0
1336,Thanisandra,2,1265.0,85.0
1337,other,2,1132.0,67.0
1338,other,2,1262.0,63.0
1339,JP Nagar,2,940.0,49.0
1340,other,3,1515.0,88.0
1341,Jigani,3,1300.0,150.0
1342,Kothanur,3,1840.0,69.0
1343,Electronic City,2,890.0,45.0
1344,other,3,1655.0,86.06
1345,Hennur Road,3,2060.0,149.0
1346,Bommanahalli,3,1730.0,96.0
1347,Yelahanka,3,2195.0,127.0
1348,Kathriguppe,3,1650.0,125.0
1349,KR Puram,2,1200.0,71.0
1350,Hosa Road,2,1079.0,32.37
1351,Panathur,2,1085.0,36.0
1353,Yelahanka,2,1075.0,51.5
1354,other,2,1380.0,80.0
1355,other,3,1450.0,65.0
1356,Thubarahalli,2,1200.0,78.0
1358,Hoodi,3,1639.0,98.32
1359,other,2,1200.0,54.0
1360,Vijayanagar,3,1739.0,116.0
1362,Old Madras Road,2,935.0,32.72
1365,other,2,1178.0,47.0
1366,Chikkalasandra,3,1375.0,50.0
1367,Chandapura,3,1065.0,33.0
1368,other,3,1450.0,50.75
1369,other,2,999.0,45.0
1372,Kothannur,2,1100.0,40.0
1373,Koramangala,3,1835.0,155.0
1374,Hoodi,4,2090.0,95.1
1375,Lingadheeranahalli,3,1519.0,93.0
1376,Dommasandra,3,1267.0,56.0
1377,Sanjay nagar,2,1150.0,72.2
1378,Marathahalli,2,1146.0,70.0
1380,Kannamangala,3,1550.0,65.0
1381,Chandapura,2,850.0,18.5
1382,other,3,2200.0,187.0
1384,Electronics City Phase 1,1,785.0,55.0
1386,Raja Rajeshwari Nagar,3,1610.0,74.0
1387,Bellandur,2,921.0,40.0
1388,Kengeri Satellite Town,3,850.0,95.0
1390,Sarjapur  Road,3,1700.0,110.0
1391,Sarjapur,2,1020.0,35.0
1392,Billekahalli,2,1090.0,52.0
1395,Thanisandra,2,1185.0,42.1
1396,Doddathoguru,2,850.0,25.0
1397,Harlur,2,1197.0,84.0
1399,other,2,920.0,39.55
1401,Raja Rajeshwari Nagar,2,1105.0,65.0
1402,Yeshwanthpur,3,1850.0,100.0
1403,Judicial Layout,3,1300.0,64.0
1404,other,3,1595.0,76.0
1406,Horamavu Agara,2,755.0,37.49
1408,Kanakpura Road,3,1300.0,69.0
1409,Bannerghatta Road,2,1215.0,50.0
1410,Kanakpura Road,2,900.0,46.0
1411,Banashankari Stage III,2,1145.0,58.4
1412,other,2,1093.0,65.0
1413,Babusapalaya,3,1213.0,41.39
1414,Bannerghatta Road,3,1654.0,100.0
1415,NGR Layout,2,1105.0,52.48
1416,Babusapalaya,3,1611.0,66.0
1417,other,2,1367.0,62.0
1418,Devanahalli,2,1010.0,51.0
1419,other,3,750.0,75.0
1420,other,3,1535.0,95.0
1421,Anekal,2,620.0,22.0
1422,Horamavu Agara,2,982.0,47.65
1423,Banashankari Stage II,2,1700.0,150.0
1424,Whitefield,2,1330.0,71.0
1425,JP Nagar,3,2500.0,135.0
1426,other,3,1475.0,58.99
1427,Bhoganhalli,3,1410.0,65.0
1428,Yelahanka New Town,1,440.0,16.5
1429,Yelahanka,3,1614.0,95.0
1430,Neeladri Nagar,2,1363.0,68.0
1431,Kogilu,2,650.0,28.0
1432,other,2,1015.0,45.0
1433,Horamavu Banaswadi,2,1156.0,46.0
1434,other,2,1100.0,62.7
1435,KR Puram,3,1455.0,46.0
1436,other,2,930.0,45.0
1437,other,3,1650.0,80.0
1438,KR Puram,2,1200.0,90.0
1439,other,1,700.0,150.0
1440,Karuna Nagar,4,2900.0,135.0
1441,Kadugodi,3,1890.0,127.0
1444,other,3,1240.0,46.0
1445,HRBR Layout,2,1440.0,98.0
1446,Kodichikkanahalli,1,650.0,38.0
1447,Budigere,1,764.0,32.0
1450,Hoodi,3,1445.0,65.0
1451,Kanakpura Road,2,900.0,45.0
1452,Singasandra,2,1030.0,55.0
1453,Yelahanka,3,1381.0,52.48
1454,other,2,1100.0,60.0
1455,Hoodi,3,1575.0,66.39
1456,Thigalarapalya,2,1200.0,65.0
1457,Begur Road,2,1200.0,43.2
1458,Kasturi Nagar,2,1080.0,80.0
1460,Akshaya Nagar,3,1360.0,85.0
1461,Jakkur,3,1865.0,124.0
1462,Sarjapur  Road,3,1157.0,75.0
1463,Kammasandra,2,674.0,29.0
1464,Whitefield,3,1405.0,78.0
1465,Begur Road,2,1160.0,44.08
1466,other,4,1600.0,172.0
1467,Hebbal,3,1790.0,127.0
1468,Electronic City,2,1128.0,65.65
1469,Panathur,2,1180.0,70.0
1470,other,3,1450.0,85.0
1471,Kengeri,1,340.0,10.0
1472,other,4,2000.0,166.0
1473,Rachenahalli,2,1050.0,53.5
1474,Varthur,2,1125.0,40.0
1475,Vittasandra,2,1246.0,68.0
1476,HSR Layout,2,1372.0,61.0
1479,Dasarahalli,2,1300.0,55.0
1481,Bannerghatta,4,810.0,50.0
1482,Channasandra,2,1065.0,35.0
1483,other,2,700.0,27.0
1484,Hebbal,2,687.325,42.72
1485,other,2,1050.0,45.0
1486,other,3,1250.0,39.5
1487,Electronic City,2,865.0,42.0
1488,Uttarahalli,2,1200.0,44.0
1489,other,3,1756.0,100.0
1491,Yelahanka,1,628.0,24.0
1493,5th Phase JP Nagar,2,1207.0,63.0
1494,Kalena Agrahara,3,1765.0,125.0
1495,Electronic City,2,1130.0,32.64
1496,other,3,1532.0,92.0
1497,other,3,1650.0,110.0
1498,Horamavu Banaswadi,4,1200.0,105.0
1499,Bhoganhalli,2,804.1,69.09
1500,Doddathoguru,2,1200.0,75.0
1501,Kengeri,2,1197.0,50.0
1502,other,2,1200.0,66.0
1503,Uttarahalli,3,1385.0,48.48
1504,other,2,1010.0,148.0
1505,Whitefield,3,2225.0,115.0
1506,other,2,1180.0,48.0
1507,other,3,1525.0,122.0
1508,Ananth Nagar,2,1100.0,31.5
1509,other,3,1435.0,70.0
1510,Attibele,1,400.0,14.0
1511,Dommasandra,2,1200.0,50.0
1512,Whitefield,2,1272.0,95.05
1513,Whitefield,2,1205.0,39.0
1514,Kalena Agrahara,2,980.0,40.0
1515,Malleshpalya,2,1225.0,46.86
1516,Whitefield,3,1541.0,72.0
1517,Ramagondanahalli,3,1610.0,111.0
1518,Jalahalli,2,1694.0,125.0
1519,other,3,600.0,75.0
1520,Kaggalipura,2,950.0,39.0
1521,other,3,1560.0,66.0
1522,Chandapura,2,1201.0,27.0
1523,Chandapura,2,1500.0,60.0
1524,Malleshpalya,3,1785.0,75.0
1525,Raja Rajeshwari Nagar,2,1258.0,63.53
1526,Electronic City,2,910.0,42.0
1527,Thigalarapalya,2,1297.0,112.0
1528,Kundalahalli,2,1291.0,49.0
1529,other,2,1070.0,42.0
1530,Varthur,2,1012.0,66.5
1531,Mahadevpura,2,1260.0,57.6
1532,Sarjapur  Road,2,1282.0,72.0
1533,Kanakpura Road,3,1843.0,92.15
1537,EPIP Zone,2,1330.0,86.98
1538,Konanakunte,3,1400.0,73.0
1539,Whitefield,2,1192.0,71.0
1540,other,2,1000.0,130.0
1541,Thigalarapalya,2,1297.0,103.0
1542,Sarjapur  Road,1,615.0,17.835
1543,Vijayanagar,3,1490.0,100.0
1544,Rayasandra,3,1373.0,72.0
1545,7th Phase JP Nagar,2,1035.0,41.39
1547,Doddakallasandra,2,1010.0,40.39
1548,Sarjapur,2,1195.0,42.0
1549,HSR Layout,3,1750.0,95.0
1550,Malleshpalya,2,1052.0,50.0
1551,Horamavu Banaswadi,2,1180.0,58.0
1553,Hormavu,3,2100.0,73.0
1554,Hoodi,4,2863.0,140.0
1555,Raja Rajeshwari Nagar,2,1128.0,38.24
1557,JP Nagar,2,1120.0,33.6
1558,HSR Layout,3,2424.0,90.0
1559,other,2,1300.0,60.0
1560,Kanakapura,2,1090.0,32.69
1562,other,2,3040.0,180.0
1563,Uttarahalli,3,1330.0,46.55
1564,Hosur Road,3,1427.0,80.63
1565,Banjara Layout,3,1294.0,48.0
1566,Begur,3,1580.0,75.0
1568,Chikka Tirupathi,3,1808.0,80.27
1570,other,2,1194.0,47.0
1572,other,3,1310.0,50.0
1576,Yelachenahalli,2,2400.0,150.0
1577,Koramangala,2,1290.0,100.0
1579,other,3,1390.0,120.0
1580,other,4,1200.0,72.0
1581,Bisuvanahalli,2,845.0,33.0
1582,Yelahanka,3,1537.0,120.0
1583,other,2,1135.0,68.0
1584,Hoodi,3,1512.0,75.77
1585,other,2,900.0,55.0
1586,Jigani,3,1230.0,54.0
1587,other,3,1378.0,42.33
1588,Whitefield,2,1277.0,61.3
1589,Hebbal,3,1985.0,189.0
1591,other,2,1210.0,62.0
1592,Yelahanka,2,890.0,40.0
1596,other,3,1464.0,56.0
1598,Begur,4,1550.0,130.0
1600,Electronic City,2,975.0,37.5
1602,Rajiv Nagar,3,1690.0,125.0
1603,Hosa Road,2,1063.0,31.89
1606,other,3,1600.0,80.0
1607,other,3,1250.0,39.5
1608,Bommanahalli,1,520.0,19.5
1610,Munnekollal,3,1390.0,68.0
1611,Whitefield,2,1185.0,40.0
1612,Sahakara Nagar,2,1219.0,48.0
1613,Kudlu Gate,3,1564.0,92.0
1615,Hosa Road,2,1100.0,37.1
1616,Kothannur,3,1300.0,60.0
1617,Chikkabanavar,3,1600.0,80.0
1618,Ramamurthy Nagar,3,1600.0,75.0
1619,Hennur Road,3,1482.0,92.0
1620,other,3,1000.0,66.0
1621,Shampura,2,1200.0,53.0
1622,Gubbalala,3,600.0,75.0
1623,Kengeri,2,1200.0,58.0
1625,Nagarbhavi,3,2400.0,160.0
1626,Marathahalli,3,1469.0,89.0
1627,Kanakapura,1,551.0,30.0
1628,Electronics City Phase 1,2,1160.0,52.0
1629,Balagere,2,1205.0,78.5
1630,Kasavanhalli,3,1550.0,52.0
1631,Gubbalala,3,1745.0,125.0
1632,AECS Layout,2,1028.0,42.0
1633,Frazer Town,3,1700.0,180.0
1634,Karuna Nagar,3,1200.0,34.0
1636,other,2,1100.0,50.0
1637,Ramamurthy Nagar,2,1200.0,72.0
1638,other,2,1269.72,68.0
1639,Electronic City Phase II,2,1266.0,59.0
1640,Mysore Road,2,1060.0,62.0
1641,other,3,1168.0,70.0
1642,other,2,1552.0,51.0
1643,Talaghattapura,3,2038.5,120.0
1644,Attibele,1,500.0,17.0
1645,Hulimavu,2,1080.0,43.2
1646,other,4,2100.0,155.0
1647,other,2,1300.0,65.0
1648,Electronics City Phase 1,2,920.0,33.0
1649,other,4,817.0,120.0
1650,Harlur,2,1310.0,50.0
1651,Horamavu Agara,3,1650.0,75.0
1652,other,3,1515.0,93.93
1653,Raja Rajeshwari Nagar,2,1157.0,53.8
1655,Konanakunte,4,3000.0,160.0
1656,Basavangudi,3,2200.0,162.0
1657,other,2,1243.0,58.0
1658,Rachenahalli,3,1530.0,74.39
1659,Judicial Layout,3,2070.0,162.0
1660,Yelahanka,3,1815.0,82.0
1662,Electronic City Phase II,2,1000.0,28.88
1663,Ananth Nagar,2,982.0,24.55
1664,Hennur Road,2,1232.0,89.0
1665,Binny Pete,3,1282.0,178.0
1666,Yelahanka,1,654.0,38.4
1667,Bannerghatta Road,2,1181.0,55.0
1670,other,3,1616.0,75.0
1673,Whitefield,3,1306.0,54.65
1674,Whitefield,3,1626.0,89.0
1676,Whitefield,3,1585.0,88.0
1677,7th Phase JP Nagar,2,1370.0,56.17
1679,Kanakpura Road,2,1495.0,90.0
1682,Bannerghatta,3,1375.0,57.0
1684,Kereguddadahalli,3,1400.0,48.0
1688,Yelahanka,2,1150.0,46.0
1689,Hebbal,2,1080.0,54.0
1690,Kaikondrahalli,3,1645.0,100.0
1691,other,3,1760.0,176.0
1692,other,1,595.0,42.0
1693,Bommenahalli,3,1200.0,125.0
1695,other,2,1410.0,67.0
1696,other,2,1090.0,31.48
1697,Ramagondanahalli,1,540.0,30.0
1698,Sarjapur  Road,2,1300.0,60.0
1699,9th Phase JP Nagar,3,1890.0,85.0
1700,other,2,1254.0,53.0
1702,Ulsoor,2,1275.0,120.0
1703,Kathriguppe,3,1245.0,68.48
1704,other,2,1170.0,86.0
1705,Panathur,2,1193.0,86.0
1706,Chandapura,2,850.0,25.4
1707,Marathahalli,3,1678.0,70.0
1708,Gunjur,3,1600.0,75.0
1709,Electronics City Phase 1,3,1750.0,84.0
1710,Whitefield,2,1125.0,62.0
1714,R.T. Nagar,2,1200.0,120.0
1715,other,2,1000.0,50.0
1717,Electronic City Phase II,3,1320.0,38.13
1719,Ardendale,4,2422.0,160.0
